9493,ACCELEROMETER,-2.8019950000000002,-1.9070797,6.5826554,7.404017900932321,47500
9494,ACCELEROMETER,-2.4239292000000003,-2.4717857999999997,7.223931299999999,8.01063925256992,47504
9495,ACCELEROMETER,-2.4239292000000003,-2.4717857999999997,7.223931299999999,8.01063925256992,47510
9496,ACCELEROMETER,-2.050649,-2.9096724999999997,7.391429,8.203936740400808,47515
9497,ACCELEROMETER,-2.050649,-2.9096724999999997,7.391429,8.203936740400808,47520
9498,ACCELEROMETER,-1.7635101999999998,-2.9240294,7.109075999999999,7.8866265114651135,47524
9499,ACCELEROMETER,-1.7635101999999998,-2.9240294,7.109075999999999,7.8866265114651135,47529
9500,ACCELEROMETER,-1.5529418,-2.5603203999999997,6.721439,7.358302182947123,47535
9501,ACCELEROMETER,-1.5529418,-2.5603203999999997,6.721439,7.358302182947123,47540
9502,ACCELEROMETER,-1.3040882,-2.172683,6.683153599999999,7.1474288728927675,47545
9503,ACCELEROMETER,-1.3040882,-2.172683,6.683153599999999,7.1474288728927675,47550
9504,ACCELEROMETER,-0.9547363000000001,-2.1750757999999997,6.9320070000000005,7.3277006752686304,47555
9505,ACCELEROMETER,-0.9547363000000001,-2.1750757999999997,6.9320070000000005,7.3277006752686304,47559
9506,ACCELEROMETER,-0.44506496,-2.5651057,7.661817999999999,8.092051973134891,47564
9507,ACCELEROMETER,-0.44506496,-2.5651057,7.661817999999999,8.092051973134891,47569
9508,ACCELEROMETER,0.15314065,-3.1920252000000002,8.449057,9.033218757750001,47575
9509,ACCELEROMETER,0.15314065,-3.1920252000000002,8.449057,9.033218757750001,47579
9510,ACCELEROMETER,0.7178468000000001,-4.113262000000001,10.4470625,11.250570793867325,47584
9511,ACCELEROMETER,0.7178468000000001,-4.113262000000001,10.4470625,11.250570793867325,47589
9512,ACCELEROMETER,1.3758731000000002,-4.962714,11.770294,12.847621487245629,47595
9513,ACCELEROMETER,1.3758731000000002,-4.962714,11.770294,12.847621487245629,47600
9514,ACCELEROMETER,1.969293,-4.8382874000000005,11.973685000000001,13.063547464761355,47604
9515,ACCELEROMETER,1.969293,-4.8382874000000005,11.973685000000001,13.063547464761355,47610
9516,ACCELEROMETER,2.4885356,-4.5894337,11.466407,12.598976173039302,47614
9517,ACCELEROMETER,2.4885356,-4.5894337,11.466407,12.598976173039302,47619
9518,ACCELEROMETER,2.7924242,-4.06062,10.844273,11.91152906203375,47625
9519,ACCELEROMETER,2.7924242,-4.06062,10.844273,11.91152906203375,47630
9520,ACCELEROMETER,2.9934213,-3.3834512,10.076177000000001,11.042538477968014,47635
9521,ACCELEROMETER,2.9934213,-3.3834512,10.076177000000001,11.042538477968014,47639
9522,ACCELEROMETER,3.0460632000000003,-3.1657045,10.212566,11.117404836744523,47644
9523,ACCELEROMETER,3.0460632000000003,-3.1657045,10.212566,11.117404836744523,47649
9524,ACCELEROMETER,3.0101709999999997,-3.493521,11.708081,12.583520140614192,47655
9525,ACCELEROMETER,3.0101709999999997,-3.493521,11.708081,12.583520140614192,47660
9526,ACCELEROMETER,3.249453,-3.9457648,13.045669,14.011334137536263,47665
9527,ACCELEROMETER,3.249453,-3.9457648,13.045669,14.011334137536263,47669
9528,ACCELEROMETER,3.6251260999999997,-4.206582,14.199009,15.246269312382823,47674
9529,ACCELEROMETER,3.6251260999999997,-4.206582,15.306887,16.28304827095941,47680
9530,ACCELEROMETER,4.244867299999999,-4.1946177,15.306887,16.429075009705556,47685
9531,ACCELEROMETER,4.8382874000000005,-3.7447673999999997,15.158531,16.346662348108328,47689
9532,ACCELEROMETER,4.8382874000000005,-3.7447673999999997,15.158531,16.346662348108328,47695
9533,ACCELEROMETER,5.273781,-3.0293132999999997,14.639289000000002,15.852390593567865,47699
9534,ACCELEROMETER,5.273781,-3.0293132999999997,14.639289000000002,15.852390593567865,47704
9535,ACCELEROMETER,5.5489559999999996,-2.8977082000000003,14.036297,15.368970654357181,47710
9536,ACCELEROMETER,5.5489559999999996,-2.8977082000000003,14.036297,15.368970654357181,47715
9537,ACCELEROMETER,5.3910290000000005,-3.1537402,13.043275999999999,14.461546243058278,47720
9538,ACCELEROMETER,5.3910290000000005,-3.1537402,13.043275999999999,14.461546243058278,47725
9539,ACCELEROMETER,4.9148574,-3.5629129999999996,12.416357000000001,13.820857189745967,47729
9540,ACCELEROMETER,4.9148574,-3.5629129999999996,12.416357000000001,13.820857189745967,47734
9541,ACCELEROMETER,4.4458647000000004,-3.9050867999999994,12.320642999999999,13.667979359791603,47740
9542,ACCELEROMETER,4.4458647000000004,-3.9050867999999994,12.320642999999999,13.667979359791603,47744
9494,GYROSCOPE,-33.25,-162.05,-35.84,169.26390814346692,47503
9495,GYROSCOPE,-33.25,-165.2,-36.96,172.51853262765712,47508
9496,GYROSCOPE,-32.9,-166.88,-37.8,174.2417412676997,47513
9497,GYROSCOPE,-32.41,-166.74,-38.08,174.07677070763924,47517
9498,GYROSCOPE,-32.13,-165.76,-38.5,173.17899555084617,47522
9499,GYROSCOPE,-32.2,-165.2,-38.920002000000004,172.75024328689094,47527
9500,GYROSCOPE,-32.97,-165.06,-39.27,172.84084413124114,47533
9501,GYROSCOPE,-34.58,-165.76,-39.41,173.85425534050063,47538
9502,GYROSCOPE,-37.24,-167.51,-39.2,176.02004914213606,47543
9503,GYROSCOPE,-40.88,-170.38,-38.71,179.44075038853353,47548
9504,GYROSCOPE,-45.08,-174.16,-38.15,183.9003384988728,47553
9505,GYROSCOPE,-49.420002000000004,-178.5,-37.45,188.96319508750906,47557
