sensor_type,timestamp_ms,data1,data2,data3
GYROSCOPE,1555399796373,0.07,-11.41,3.64
ACCELEROMETER,1555399796373,0.16510476,0.7130611,9.640682
GYROSCOPE,1555399796378,-0.28,-11.4800005,3.71
ACCELEROMETER,1555399796378,0.19381863,0.7106684,9.662218
GYROSCOPE,1555399796383,-0.77,-11.62,3.64
ACCELEROMETER,1555399796383,0.19381863,0.7106684,9.662218
GYROSCOPE,1555399796388,-1.12,-11.62,3.5
ACCELEROMETER,1555399796388,0.22253248,0.768096,9.702895
GYROSCOPE,1555399796393,-1.4,-11.55,3.29
ACCELEROMETER,1555399796393,0.22253248,0.768096,9.702895
GYROSCOPE,1555399796398,-1.6800001,-11.34,3.01
ACCELEROMETER,1555399796398,0.19381863,0.8183453,9.717253
GYROSCOPE,1555399796403,-1.89,-11.2,2.73
ACCELEROMETER,1555399796403,0.19381863,0.8183453,9.717253
GYROSCOPE,1555399796408,-2.03,-11.06,2.59
ACCELEROMETER,1555399796408,0.1794617,0.7800602,9.741181
GYROSCOPE,1555399796413,-2.24,-10.92,2.52
ACCELEROMETER,1555399796413,0.1794617,0.7800602,9.741181
GYROSCOPE,1555399796418,-2.52,-10.92,2.45
ACCELEROMETER,1555399796418,0.21774687,0.84227353,9.79143
GYROSCOPE,1555399796423,-2.73,-10.71,2.52
ACCELEROMETER,1555399796423,0.21774687,0.84227353,9.79143
GYROSCOPE,1555399796428,-2.73,-10.5,2.59
ACCELEROMETER,1555399796428,0.21535406,0.8446664,9.915856
GYROSCOPE,1555399796433,-2.73,-10.22,2.38
ACCELEROMETER,1555399796433,0.21535406,0.8446664,9.915856
GYROSCOPE,1555399796438,-2.59,-9.87,2.1
ACCELEROMETER,1555399796438,0.15553348,0.87816596,10.068997
GYROSCOPE,1555399796443,-2.52,-9.8,1.82
ACCELEROMETER,1555399796443,0.15553348,0.87816596,10.068997
GYROSCOPE,1555399796448,-2.24,-9.59,1.54
ACCELEROMETER,1555399796448,0.17706887,0.89970136,10.143176
GYROSCOPE,1555399796453,-1.61,-9.52,1.33
ACCELEROMETER,1555399796453,0.12203396,0.8350951,10.226924
GYROSCOPE,1555399796458,-1.05,-9.45,1.19
ACCELEROMETER,1555399796458,0.12203396,0.8350951,10.226924
GYROSCOPE,1555399796463,-0.63,-9.52,1.12
ACCELEROMETER,1555399796463,0.17706887,0.9164511,10.339387
GYROSCOPE,1555399796468,-0.35,-9.52,0.77
ACCELEROMETER,1555399796468,0.17706887,0.9164511,10.339387
GYROSCOPE,1555399796473,0.56,-9.31,0.35
ACCELEROMETER,1555399796473,0.16271195,0.98584294,10.425529
GYROSCOPE,1555399796478,0.77,-9.1,0.35
ACCELEROMETER,1555399796478,0.16271195,0.98584294,10.425529
GYROSCOPE,1555399796483,0.63,-8.96,-0.28
ACCELEROMETER,1555399796483,0.15074782,0.99302137,10.480563
GYROSCOPE,1555399796488,0.28,-8.75,-0.42000002
ACCELEROMETER,1555399796488,0.15074782,0.99302137,10.480563
GYROSCOPE,1555399796493,-0.14,-8.4,-0.42000002
ACCELEROMETER,1555399796493,0.21774687,0.957129,10.557133
GYROSCOPE,1555399796498,-0.49,-8.12,-0.35
ACCELEROMETER,1555399796498,0.21774687,0.957129,10.557133
GYROSCOPE,1555399796503,-0.77,-7.77,-0.49
ACCELEROMETER,1555399796503,0.18903299,0.94277215,10.526026
GYROSCOPE,1555399796508,-1.05,-7.42,-0.7
ACCELEROMETER,1555399796508,0.18903299,0.94277215,10.526026
GYROSCOPE,1555399796513,-1.26,-7.0,-1.19
ACCELEROMETER,1555399796513,0.22253248,0.87338024,10.526026
GYROSCOPE,1555399796518,-1.4,-6.65,-1.54
ACCELEROMETER,1555399796518,0.22253248,0.87338024,10.526026
GYROSCOPE,1555399796523,-1.61,-6.23,-1.89
ACCELEROMETER,1555399796523,0.26081768,0.83748794,10.451849
GYROSCOPE,1555399796528,-1.89,-5.7400002,-2.03
ACCELEROMETER,1555399796528,0.26081768,0.83748794,10.451849
GYROSCOPE,1555399796533,-1.89,-5.46,-2.1
ACCELEROMETER,1555399796533,0.28953153,0.7896315,10.375278
GYROSCOPE,1555399796538,-2.1,-4.97,-2.1
ACCELEROMETER,1555399796538,0.28953153,0.7896315,10.375278
GYROSCOPE,1555399796543,-2.24,-4.48,-2.1
ACCELEROMETER,1555399796543,0.2943172,0.67956156,10.377672
GYROSCOPE,1555399796548,-2.24,-4.13,-2.17
ACCELEROMETER,1555399796548,0.2943172,0.67956156,10.377672
GYROSCOPE,1555399796553,-1.96,-3.85,-2.17
ACCELEROMETER,1555399796553,0.31106696,0.6412764,10.375278
GYROSCOPE,1555399796558,-1.54,-3.64,-2.17
