sensor_type,timestamp_ms,data1,data2,data3
ACCELEROMETER,1555396999812,-0.5814559,2.6297119,9.62154
GYROSCOPE,1555396999809,3.43,2.8,1.19
ACCELEROMETER,1555396999818,-0.66041905,2.6703904,9.583255
GYROSCOPE,1555396999813,3.57,2.45,1.4
ACCELEROMETER,1555396999823,-0.66041905,2.6703904,9.583255
GYROSCOPE,1555396999819,3.78,1.89,1.61
ACCELEROMETER,1555396999828,-0.66041905,2.6703904,9.583255
GYROSCOPE,1555396999824,4.27,1.54,1.75
ACCELEROMETER,1555396999833,-0.65802616,2.6344976,9.60479
GYROSCOPE,1555396999829,4.69,1.12,1.75
ACCELEROMETER,1555396999838,-0.6412764,2.6536403,9.583255
GYROSCOPE,1555396999834,5.18,0.63,1.6800001
ACCELEROMETER,1555396999843,-0.6412764,2.6536403,9.583255
GYROSCOPE,1555396999839,5.7400002,0.07,1.4
ACCELEROMETER,1555396999848,-0.5982057,2.7302105,9.650253
GYROSCOPE,1555396999844,6.93,-0.56,1.26
ACCELEROMETER,1555396999852,-0.5982057,2.7302105,9.650253
GYROSCOPE,1555396999849,7.35,-0.77,1.12
ACCELEROMETER,1555396999858,-0.55274206,2.761317,9.580862
GYROSCOPE,1555396999854,7.63,-1.05,1.12
ACCELEROMETER,1555396999863,-0.55274206,2.761317,9.580862
GYROSCOPE,1555396999858,7.77,-1.19,1.05
ACCELEROMETER,1555396999867,-0.485743,2.7876384,9.547362
GYROSCOPE,1555396999863,7.7,-1.19,1.12
ACCELEROMETER,1555396999872,-0.485743,2.7876384,9.547362
GYROSCOPE,1555396999868,7.4900002,-1.12,0.84000003
ACCELEROMETER,1555396999877,-0.45224348,2.833102,9.592826
GYROSCOPE,1555396999873,7.14,-1.05,0.49
ACCELEROMETER,1555396999882,-0.45224348,2.833102,9.592826
GYROSCOPE,1555396999879,6.65,-0.84000003,0.21000001
ACCELEROMETER,1555396999888,-0.42113677,2.7756743,9.533006
GYROSCOPE,1555396999884,6.23,-0.77,-0.14
ACCELEROMETER,1555396999893,-0.42113677,2.7756743,9.533006
GYROSCOPE,1555396999889,5.81,-0.56,-0.42000002
ACCELEROMETER,1555396999898,-0.36370906,2.7852454,9.525827
GYROSCOPE,1555396999894,5.39,-0.35,-0.63
