sensor_type,timestamp_ms,data1,data2,data3
GYROSCOPE,1554972579896,89.67,71.61,-36.54
ACCELEROMETER,1554972579898,10.322637,-1.8089739,21.305693
GYROSCOPE,1554972579901,83.93,93.17,-34.93
ACCELEROMETER,1554972579903,10.049855,-1.6127626,20.12603
GYROSCOPE,1554972579906,77.35,114.31,-33.04
ACCELEROMETER,1554972579908,10.049855,-1.6127626,20.12603
GYROSCOPE,1554972579911,70.77,134.26,-31.15
ACCELEROMETER,1554972579913,9.420543,-1.6701902,18.991835
GYROSCOPE,1554972579916,64.33,152.81,-29.4
ACCELEROMETER,1554972579918,9.420543,-1.6701902,18.991835
GYROSCOPE,1554972579921,58.1,169.61,-27.93
ACCELEROMETER,1554972579923,8.506484,-1.8281164,17.711672
GYROSCOPE,1554972579925,51.87,184.38,-26.81
ACCELEROMETER,1554972579927,8.506484,-1.8281164,17.711672
GYROSCOPE,1554972579930,45.78,196.84,-26.39
ACCELEROMETER,1554972579932,7.62114,-2.0530417,16.833508
GYROSCOPE,1554972579935,40.670002,206.64,-26.74
ACCELEROMETER,1554972579937,7.62114,-2.0530417,16.833508
GYROSCOPE,1554972579941,35.0,214.62,-27.3
ACCELEROMETER,1554972579942,6.939186,-2.6081765,15.711272
GYROSCOPE,1554972579945,29.12,220.78,-27.86
ACCELEROMETER,1554972579947,6.939186,-2.6081765,15.711272
GYROSCOPE,1554972579950,23.59,225.68001,-27.86
ACCELEROMETER,1554972579952,6.573084,-2.8474588,14.316258
GYROSCOPE,1554972579956,18.55,230.16,-27.58
ACCELEROMETER,1554972579958,6.4127645,-2.8187451,12.461821
GYROSCOPE,1554972579961,13.86,234.36,-27.3
ACCELEROMETER,1554972579963,6.4127645,-2.8187451,12.461821
GYROSCOPE,1554972579966,9.31,239.26,-26.25
ACCELEROMETER,1554972579967,6.3050876,-2.7278178,10.408779
GYROSCOPE,1554972579971,0.63,252.21,-24.78
ACCELEROMETER,1554972579973,6.3050876,-2.7278178,10.408779
GYROSCOPE,1554972579976,-3.5,259.91,-22.75
ACCELEROMETER,1554972579978,6.0969124,-2.5028923,8.669197
GYROSCOPE,1554972579981,-7.56,267.68,-20.37
ACCELEROMETER,1554972579983,6.0969124,-2.5028923,8.669197
GYROSCOPE,1554972579986,-11.2,275.31,-17.57
ACCELEROMETER,1554972579988,5.709275,-2.4071796,7.092326
GYROSCOPE,1554972579991,-14.63,282.66,-13.72
ACCELEROMETER,1554972579992,5.709275,-2.4071796,7.092326
GYROSCOPE,1554972579995,-17.5,290.71,-8.12
ACCELEROMETER,1554972579997,5.1756754,-2.5172493,5.8983083
GYROSCOPE,1554972580000,-19.39,299.11002,-0.49
ACCELEROMETER,1554972580002,5.1756754,-2.5172493,5.8983083
GYROSCOPE,1554972580006,-20.16,308.28,6.3
ACCELEROMETER,1554972580007,4.7306104,-2.17029,4.8239303
GYROSCOPE,1554972580010,-18.83,317.87,11.97
ACCELEROMETER,1554972580012,4.7306104,-2.17029,4.8239303
GYROSCOPE,1554972580015,-16.45,324.94,16.38
ACCELEROMETER,1554972580017,4.041477,-1.8687943,3.196811
GYROSCOPE,1554972580021,-13.440001,331.03,19.11
ACCELEROMETER,1554972580023,4.041477,-1.8687943,3.196811
GYROSCOPE,1554972580026,-9.59,334.25,20.72
ACCELEROMETER,1554972580027,3.328416,-1.5170496,1.6079768
GYROSCOPE,1554972580031,-5.67,336.07,21.7
ACCELEROMETER,1554972580033,3.328416,-1.5170496,1.6079768
GYROSCOPE,1554972580036,-3.78,335.3,22.33
ACCELEROMETER,1554972580038,2.440679,-1.1581261,-0.11246267
GYROSCOPE,1554972580041,-3.85,331.66,22.68
ACCELEROMETER,1554972580043,2.440679,-1.1581261,-0.11246267
GYROSCOPE,1554972580046,-5.53,326.2,22.82
ACCELEROMETER,1554972580048,1.4213368,-0.7322038,-1.5936198
GYROSCOPE,1554972580051,-8.68,318.29,22.960001
ACCELEROMETER,1554972580053,1.4213368,-0.7322038,-1.5936198
GYROSCOPE,1554972580056,-12.81,308.77,22.89
ACCELEROMETER,1554972580058,0.39242288,-0.18424734,-2.9096725
GYROSCOPE,1554972580061,-17.710001,298.27,22.61
ACCELEROMETER,1554972580063,0.39242288,-0.18424734,-2.9096725
GYROSCOPE,1554972580066,-22.89,286.3,22.19
ACCELEROMETER,1554972580068,-0.6939186,0.2416751,-3.8500516
GYROSCOPE,1554972580071,-28.0,273.28,22.05
ACCELEROMETER,1554972580073,-0.6939186,0.2416751,-3.8500516
GYROSCOPE,1554972580075,-32.62,258.93,21.84
ACCELEROMETER,1554972580077,-1.7515461,0.5623133,-4.261617
GYROSCOPE,1554972580080,-35.77,243.18001,21.42
ACCELEROMETER,1554972580082,-1.7515461,0.5623133,-4.261617
GYROSCOPE,1554972580085,-37.38,225.75,20.72
ACCELEROMETER,1554972580088,-2.6991038,0.66041905,-4.2951164
GYROSCOPE,1554972580091,-37.59,207.27,19.39
ACCELEROMETER,1554972580093,-2.6991038,0.66041905,-4.2951164
GYROSCOPE,1554972580096,-35.84,187.6,17.57
ACCELEROMETER,1554972580098,-3.4983065,0.5240281,-4.24726
GYROSCOPE,1554972580100,-32.55,164.92,15.82
ACCELEROMETER,1554972580102,-3.4983065,0.5240281,-4.24726
GYROSCOPE,1554972580106,-27.72,141.61,14.49
ACCELEROMETER,1554972580108,-4.0869412,0.43549374,-4.302295
GYROSCOPE,1554972580111,-21.35,117.95,13.65
ACCELEROMETER,1554972580113,-4.0869412,0.43549374,-4.302295
GYROSCOPE,1554972580116,-13.2300005,94.15,12.81
ACCELEROMETER,1554972580118,-4.3214374,0.6508478,-4.453043
GYROSCOPE,1554972580121,-3.99,71.82,11.34
ACCELEROMETER,1554972580123,-4.3214374,0.6508478,-4.453043
GYROSCOPE,1554972580126,5.32,50.96,8.89
ACCELEROMETER,1554972580127,-4.173083,0.8709875,-4.4027934
GYROSCOPE,1554972580131,13.51,31.78,5.46
ACCELEROMETER,1554972580133,-4.173083,0.8709875,-4.2161536
GYROSCOPE,1554972580136,19.95,13.86,1.54
ACCELEROMETER,1554972580138,-3.8907297,1.1533406,-4.2161536
GYROSCOPE,1554972580141,24.22,-3.08,-2.45
ACCELEROMETER,1554972580143,-3.4552357,1.378266,-3.952943
GYROSCOPE,1554972580145,26.39,-18.55,-5.7400002
ACCELEROMETER,1554972580148,-3.4552357,1.378266,-3.952943
GYROSCOPE,1554972580151,24.29,-32.62,-9.94
ACCELEROMETER,1554972580153,-3.089134,1.6965113,-3.6490545
GYROSCOPE,1554972580156,20.65,-56.21,-11.27
ACCELEROMETER,1554972580158,-3.089134,1.6965113,-3.6490545
GYROSCOPE,1554972580160,16.31,-65.8,-12.39
ACCELEROMETER,1554972580163,-2.761317,1.768296,-3.2039895
GYROSCOPE,1554972580166,11.41,-74.13,-13.440001
ACCELEROMETER,1554972580168,-2.761317,1.768296,-3.2039895
GYROSCOPE,1554972580171,6.51,-81.27,-14.56
ACCELEROMETER,1554972580173,-2.6536403,1.6127626,-2.4741786
GYROSCOPE,1554972580175,2.31,-87.57,-15.82
ACCELEROMETER,1554972580179,-2.6536403,1.6127626,-2.4741786
GYROSCOPE,1554972580180,-0.84000003,-93.31,-17.15
ACCELEROMETER,1554972580183,-2.5651057,1.3974085,-1.6821543
GYROSCOPE,1554972580186,-2.94,-99.19,-18.48
ACCELEROMETER,1554972580188,-2.5651057,1.3974085,-1.6821543
GYROSCOPE,1554972580191,-4.34,-105.28,-19.74
ACCELEROMETER,1554972580194,-2.6632116,1.2323036,-0.8925228
GYROSCOPE,1554972580196,-5.32,-111.3,-20.79
ACCELEROMETER,1554972580199,-2.6632116,1.2323036,-0.8925228
GYROSCOPE,1554972580200,-6.3,-117.39,-21.91
ACCELEROMETER,1554972580204,-2.8474588,1.2155539,-0.19860429
GYROSCOPE,1554972580206,-7.84,-123.76,-23.1
ACCELEROMETER,1554972580208,-2.8474588,1.2155539,-0.19860429
GYROSCOPE,1554972580211,-10.36,-130.34,-24.22
ACCELEROMETER,1554972580214,-2.8785658,1.0097711,0.44506496
GYROSCOPE,1554972580216,-13.65,-137.62,-25.2
ACCELEROMETER,1554972580219,-2.8785658,1.0097711,0.44506496
GYROSCOPE,1554972580221,-17.43,-145.32,-26.11
ACCELEROMETER,1554972580224,-2.8402805,0.4833502,1.1988041
GYROSCOPE,1554972580226,-21.49,-153.44,-26.81
ACCELEROMETER,1554972580229,-2.8402805,0.4833502,1.1988041
GYROSCOPE,1554972580231,-25.13,-161.7,-27.37
ACCELEROMETER,1554972580234,-2.5890338,-0.19381863,1.9956142
GYROSCOPE,1554972580236,-28.210001,-170.1,-27.79
ACCELEROMETER,1554972580239,-2.5890338,-0.19381863,1.9956142
GYROSCOPE,1554972580241,-30.31,-178.43001,-28.14
ACCELEROMETER,1554972580243,-2.2013967,-0.971486,2.6368904
GYROSCOPE,1554972580246,-31.43,-186.69,-28.49
ACCELEROMETER,1554972580249,-2.2013967,-0.971486,2.6368904
GYROSCOPE,1554972580251,-31.5,-194.6,-28.77
ACCELEROMETER,1554972580254,-1.672583,-1.605584,3.2949169
GYROSCOPE,1554972580255,-30.24,-202.09,-28.84
ACCELEROMETER,1554972580259,-1.672583,-1.605584,3.2949169
GYROSCOPE,1554972580260,-28.0,-208.81,-28.630001
ACCELEROMETER,1554972580263,-1.0624132,-2.1463618,4.180261
GYROSCOPE,1554972580266,-25.2,-214.83,-28.28
ACCELEROMETER,1554972580269,-1.0624132,-2.1463618,4.180261
GYROSCOPE,1554972580271,-22.33,-219.87,-27.86
ACCELEROMETER,1554972580274,-0.42592242,-2.5028923,5.015356
GYROSCOPE,1554972580275,-19.25,-224.21,-27.16
ACCELEROMETER,1554972580278,-0.42592242,-2.5028923,5.015356
GYROSCOPE,1554972580280,-16.03,-227.85,-26.32
ACCELEROMETER,1554972580284,0.13160524,-2.8426735,5.9533424
GYROSCOPE,1554972580286,-13.2300005,-231.21,-25.27
ACCELEROMETER,1554972580289,0.13160524,-2.8426735,5.9533424
GYROSCOPE,1554972580290,-11.13,-234.36,-23.94
ACCELEROMETER,1554972580293,0.7178468,-3.17049,6.79083
GYROSCOPE,1554972580296,-10.22,-237.58,-22.33
ACCELEROMETER,1554972580299,0.7178468,-3.17049,6.79083
GYROSCOPE,1554972580301,-9.94,-240.38,-20.44
ACCELEROMETER,1554972580303,1.2107682,-3.2063823,7.2430744
GYROSCOPE,1554972580305,-10.22,-242.69,-18.34
ACCELEROMETER,1554972580309,1.2107682,-3.2063823,7.2430744
GYROSCOPE,1554972580311,-10.92,-244.09,-16.17
ACCELEROMETER,1554972580314,1.8017952,-3.034099,7.523034
GYROSCOPE,1554972580316,-12.25,-245.14,-14.35
ACCELEROMETER,1554972580318,1.8017952,-3.034099,7.7766733
GYROSCOPE,1554972580321,-14.49,-245.63,-12.67
ACCELEROMETER,1554972580323,2.2995026,-2.9336004,7.7766733
GYROSCOPE,1554972580325,-17.57,-245.98,-11.13
ACCELEROMETER,1554972580329,2.8067808,-3.0077782,8.46102
GYROSCOPE,1554972580330,-20.3,-245.91,-9.45
ACCELEROMETER,1554972580333,2.8067808,-3.0077782,8.46102
GYROSCOPE,1554972580335,-26.74,-245.63,-5.32
ACCELEROMETER,1554972580339,3.347559,-3.2949169,8.906086
GYROSCOPE,1554972580340,-31.15,-244.79001,-2.73
